Plot	Plot_bexis	exploratory	habitat	root_decomposition	dung_removal	seed_depletion	browsing_percentage	insect_herbivory	caterpillars_predation	barkbeetle_predation	soil_beta_glucosidase	soil_Nacetyl_glucosaminidase	soil_xylanase	soil_carbon_fluxes	soil_respiration_2011	soil_respiration_2017	soil_respiration_2018	soil_respiration_2019	average_soil_respiration	soil_methane_oxidation	microbial_C	fine_roots_C	litter_C_2015	litter_C_2016	litter_C_2017	litter_C_2018	average_litter_C	soil_org_C_2011	soil_org_C_2014	average_soil_org_C	soil_potential_nitrification_2014	soil_potential_nitrification_2016	average_soil_potential_nitrification	ammonia_oxidizing_archaea	ammonia_oxidizing_bacteria	nitrite_oxidizing_nitrobacter	nitrite_oxidizing_nitrospira	forest_soil_nitrite_fluxes	forest_soil_ammonia_fluxes	soil_N_retention	microbial_N	fine_roots_N	litter_N_2015	litter_N_2016	litter_N_2017	litter_N_2018	average_litter_N	soil_N_2011	soil_N_2014	average_soil_N	soil_phosphatase_2011	soil_phosphatase_2014	average_soil_phosphatase	soil_P_retention_2011	soil_P_retention_2018	average_soil_P_retention	soil_P_soluble	soil_org_P_soluble	microbial_P	soil_olsenP_2014	soil_olsenP_2021	average_soil_olsenP	root_biomass_2011	root_biomass_2014	root_biomass_2017	average_root_biomass	litter_biomass_2015	litter_biomass_2016	litter_biomass_2017	litter_biomass_2018	litter_biomass_2019	litter_biomass_2020	litter_biomass_2021	average_litter_biomass
HEW15	HEW15	HAI	forest	NA	0.807261034934118	100	0	4.21464081464691	0.702	0.01837109614207	146.208003866703	229.85276200147	68.5532225432508	-0.904249877648438	24.271905	2.03119179169849	2.37	2.02	0.855250659676488	1.2316911575	186.182438787879	424.849005012781	473.46	490.02	479.206666666667	478.385	480.267916666667	2.15	2.27	2.21	64.634	64.63420466	64.63410233	53700000	32900000	36300	7800000	0.0616227389757435	0.823270229377237	0.169061707523246	27.5874345261273	9.21381128941147	10.21	12.3666666666667	8.68333333333333	11.745	10.75125	0.13	0.15	0.14	2519.22665956059	6728.98	4624.1033297803	0.828091216179759	0.735	1.13561161300042	0.04	0.33	8.38	4.63	3.91	4.27	7.746	54.4	72.5	0.918070903906952	410.4	437.16	519.61	400.27	639.3	479.8	41.3	418.262857142857
HEW16	HEW16	HAI	forest	4.7	0.601826673743395	100	0	3.73890750468572	0.826	0.022974231605092	1405.87164148906	902.889491210069	244.428125650649	1.14781866028127	44.26221	2.4330934505859	2.8	3.58	1.22080738607688	0.7493015035	527.056378610526	385.458998668275	474.995	481.99	474.836666666667	467.805	474.906666666667	3.32	2.63	2.975	58.345	58.34542217	58.345211085	26200000	19100000	59200	29700000	0.234019041349482	0.430648283958301	0.0215007525263384	81.5175758042176	11.1176750414743	10.11	13.32	11.6233333333333	12.585	11.9095833333333	0.27	0.21	0.24	4442.49136895839	4027.94	4235.2156844792	0.470710468866175	0.953	0.899652555212509	0.05	0.22	49.23	4.47	4.27	4.37	16.35	77.9	113.7	1.60451581441562	433.68	467.53	515.2	528.97	747	523.8	17.6	461.968571428571
HEW17	HEW17	HAI	forest	8.5	0.896891463527853	100	NA	4.3706439107957	0.86	0.01632183908046	179.116945178355	262.816591162101	71.3084402233543	-0.842575232115328	28.45747	2.31181432158794	1.74	2.42	0.877938651973202	0.569659083	254.863540740741	455.775412634316	475.71	496.703333333333	490.656666666667	487.525	487.64875	2.49	2.55	2.52	54.852	54.85175479	54.851877395	823000	17900000	397000	4930000	0.0418902199410163	0.177991784118129	0.0662778366914104	27.9388937775753	9.86458917430119	10.44	11.23	12.1266666666667	13.135	11.7329166666667	0.16	0.17	0.165	2683.26020168282	7092.59	4887.92510084141	0.764299979276482	0.965	1.18423053436936	0.07	0.13	10.61	7.02	4.99	6.005	8.678	53.3	49.1	0.863832160656783	514.18	673.87	625.3	533.66	736.3	407.9	122	516.172857142857
HEW18	HEW18	HAI	forest	8.7	NA	100	0	6.27828276230728	0.6	0.02254850550603	1147.77012102013	689.483464205039	180.92	0.550228016053215	53.69261	2.36965583549544	1.99	3.54	1.15818876770561	0.75185703	472.009058937198	454.345385839434	470.045	487.376666666667	475.93	477.05	477.600416666667	3.01	2.96	2.985	36.898	36.89792831	36.897964155	418000	1750000	54000	7370000	0.0583805130171025	0.0206102754883354	0.130718954248366	54.6142724072144	13.0622627820107	9.555	12.92	11.69	13.4	11.89125	0.23	0.22	0.225	5394.04827915295	6731.93	6062.98913957648	0.884803209710994	0.677	1.1619412455737	0.03	0.34	23.57	3.66	3.17	3.415	25.379	125.4	105.6	2.22911364937764	342.27	400.66	355.62	396.49	652.5	366.2	11.4	360.734285714286
HEW19	HEW19	HAI	forest	11.1	0.593200355952992	100	2.08	4.59495172888047	0.728	0.057545507927187	893.008403675814	295.761759098381	186.982530225879	0.0409267659193402	43.69608	2.05990157532934	3.12	2.98	1.14572893192739	0.6387964575	NA	420.386386737795	476.605	498.833333333333	480.373333333333	478.38	483.547916666667	3.21	2.77	2.99	53.914	53.91353963	53.913769815	1720000	11000000	212000	56800000	0.448328368552134	0.120923756555178	0.0257300913418243	NA	17.8775533581418	10.375	14.5233333333333	10.46	12.545	11.9758333333333	0.28	0.25	0.265	3121.99556660927	4654.1	3888.04778330464	0.216647756830662	0.458	0.423271489431648	0.07	0.16	19.32	7.3	4.82	6.06	7.998	77.3	42.5	0.919743855278432	432.39	800.85	481.05	473.43	803.6	667.4	108.7	538.202857142857
HEW20	HEW20	HAI	forest	NA	0.550804676383652	100	5.8	4.58119849859374	0.62	0.031862745098039	540.474919210022	455.227707305989	118.489781820655	-0.266874340262891	46.12356	1.95786826504817	1.89	2.94	0.995930032567784	0.5276681995	412.639313074272	456.789347941155	478.295	495.44	484.15	479.325	484.3025	3.08	2.99	3.035	113.954	113.9537025	113.95385125	3530000	6330000	26500	18600000	0.146474222213505	0.093734924499533	0.0829875518672199	58.2003888697989	11.770667524888	11.415	10.8666666666667	8.59	12.21	10.7704166666667	0.24	0.24	0.24	2881.09050960006	5463.86	4172.47525480003	0.788069285791789	0.983	1.21535611785701	0.04	0.28	25.67	5.86	3.15	4.505	6.207	66.6	63.9	0.868726659721569	501.18	716.71	509.45	440.62	980.1	612.5	49.9	544.351428571429
HEW21	HEW21	HAI	forest	NA	0.784395888880869	100	0	4.11456541426575	0.9	0.008318687756298	374.61	398.097062151631	190.154376326034	-0.149078762594486	33.82626	2.69598689804239	2.62	3.32	1.15183915502435	0.6989844295	348.157857545894	470.163593068207	478.63	502.28	486.66	480.235	486.95125	2.71	2.76	2.735	47.619	47.61866869	47.618834345	14000000	56900000	199000	78600000	0.619655986696478	0.674016850610232	0.215285252960172	47.6353137195126	11.916505308997	11.445	12.7766666666667	9.18666666666667	9.155	10.6408333333333	0.22	0.23	0.225	3346.03008243847	4928.96	4137.49504121923	1.07451077091307	0.895	1.44565984298184	0.05	0.15	18.44	3.56	4.14	3.85	5.637	42.1	50.7	0.671882130609016	376.41	689.14	529.15	457.25	802.4	413.6	21.6	469.935714285714
HEW22	HEW22	HAI	forest	7.2	1.01633422789324	100	0	3.97244239160923	0.654	0.019532746074301	229.034712323567	198.11	143.339286987822	-0.605191080142695	30.45222	2.10867062179153	2.46	2.58	0.966398849403738	0.8418131665	262.6134757018	452.164713367558	476.605	496.68	482.736666666667	477.155	483.294166666667	2.3	2.45	2.375	34.57	34.57030695	34.570153475	202000	19400000	90800	21100000	0.166639247742836	0.186348072012155	0.165343915343915	40.2266023494302	8.81363165094052	13.405	11.9233333333333	8.05666666666667	12.855	11.56	0.16	0.18	0.17	2647.35044668374	5218.78	3933.06522334187	1.19653465066294	1.093	1.65558902759076	0.03	0.15	10.01	3.08	2.72	2.9	8.161	69.5	80.3	1.04108624453673	345.93	533.77	402.44	563.51	545.4	500.1	107.3	428.35
HEW23	HEW23	HAI	forest	10	0.326313212804337	100	80	4.04626952828921	0.76	0.009909647333139	653.135858910704	520.011930246739	281.592876319715	0.476442685018329	45.32226	2.0775298307971	2.09	2.07	0.932941856797862	0.7913501735	427.924628027211	427.309449501828	474.915	491.936666666667	483.203333333333	483.195	483.3125	NA	3.29	3.29	59.848	59.84840101	59.848200505	24200000	18700000	2e+05	3.8e+07	0.300395419888647	0.407832480834682	0.106837606837607	53.8377291625213	13.9388632556224	8.845	12.62	9.18666666666667	11.355	10.5016666666667	NA	0.26	0.26	4786.1427168745	4986.95	4886.54635843725	0.54492430681175	0.835	0.914116522006043	0.04	0.15	12.34	7.28	4.08	5.68	11.131	65.7	97.6	1.23342526738352	363.25	432.81	389.87	455.5	NA	359.7	22.5	337.271666666667
HEW24	HEW24	HAI	forest	21	0.976387921227762	100	3.85	4.77912630854686	0.734	0.021494370522006	255.974533952394	219.392322287262	102.559433191652	-0.722422283630394	NA	1.32828595582017	2.6	1.83	0.885909252124921	0.717873611	253.259807751938	479.853676248192	474.45	494.68	482.236666666667	479.265	482.657916666667	2.35	2.33	2.34	43.519	43.51859091	43.518795455	7750000	10200000	198000	7550000	0.0609283694580428	0.170643194195397	0.0849978750531237	25.2273895503707	11.8013454311847	8.935	13.4933333333333	8.85666666666667	9.02	10.07625	0.17	0.18	0.175	3069.18101562654	5004.36	4036.77050781327	0.713600778019975	0.928	1.11850228982396	0.03	0.18	8.35	3.41	4.16	3.785	6.56	49.9	63.8	0.805373342900783	397.1	754.99	506.75	541.87	784.2	544.1	72.6	514.515714285714
HEW25	HEW25	HAI	forest	12	0.333086918901036	100	11.11	3.71852198490521	0.48	0.01118657610867	689.319991335046	406.27	157.521353738279	-0.0808988240242728	61.1388	2.72191812406911	1.98	2.23	1.08769574804888	0.8002509565	548.069066666667	443.200891038849	474.72	494.39	488.663333333333	478.07	483.960833333333	3.19	3.36	3.275	43.709	43.70899334	43.70899667	34500000	41500000	612000	49400000	0.393282087420707	0.722500432247921	0.0416649306278905	73.1348303919013	13.5756141546342	9.025	11.4633333333333	12.0333333333333	11.13	10.9129166666667	0.25	0.27	0.26	3990.90399104997	5863.58	4927.24199552499	0.593991154671212	1	1.03907418555059	0.04	0.28	20.21	3.41	3.2	3.305	8.824	84.4	79.6	1.14104011840202	417.89	532.27	338.41	414.38	558.3	358.2	38.4	379.692857142857
HEW26	HEW26	HAI	forest	1	0.945047075753328	100	25.64	4.26088162022161	0.838	0.01987396994668	313.264975716851	283.995280984974	177.927364289318	-0.342100942023152	34.78142	1.52644928737328	2.49	2.01	0.859341884547408	0.5177837725	197.084018136925	476.011812269773	475.055	496.266666666667	481.48	475.005	481.951666666667	2.72	2.28	2.5	32.862	32.86198261	32.861991305	12000000	6560000	266000	38700000	0.306419055795314	0.17644221082265	0.0567633535789294	23.7576533519787	10.4661798494296	8.65	13.17	10.39	10.69	10.725	0.18	0.15	0.165	2243.8833665532	4850.82	3547.3516832766	0.615427619862126	1.13	1.12116629814692	0.03	0.17	9.98	3.24	3.94	3.59	3.586	38.6	46.6	0.541118080044214	300.13	668.33	480.09	382.04	626	332.1	25.1	401.97
HEW27	HEW27	HAI	forest	9.5	0.961847550251458	100	7.41	4.14280027720795	0.92	0.016058394160584	1381.32	746.620421452145	203.975914585214	0.828746264338119	68.10924	1.83112956586364	1.71	3.04	1.07525512396553	0.302327474	747.791650184739	433.972012035397	476.135	486.573333333333	487.53	478.075	482.078333333333	3.83	3.97	3.9	155.168	155.1682147	155.16810735	12000000	22800000	712000	1.18e+08	0.93352201795343	0.330829145292469	0.028513586724074	107.867513381176	10.3540228746598	9.57	9.93	10.71	12.265	10.61875	0.3	0.3	0.3	2779.58604916348	4285.12	3532.35302458174	0.887905097242836	0.93	1.28502316278451	0.03	0.25	29.6	5.36	4.4	4.88	4.314	44	34.2	0.55210413273557	393.8	761.08	522.79	448.6	655.6	475.1	38.4	470.767142857143
HEW28	HEW28	HAI	forest	13.1	0.693133234916396	100	0	5.46746303251097	0.92	0.011431837667905	800.522239804891	577.858734535184	138.662063530185	0.0800549734615099	42.18166	2.25275949490682	2.93	2.66	1.1030370612203	0.3199951985	365.377506659026	457.797152583013	473.81	493.996666666667	487.796666666667	480.13	483.933333333333	4.08	3.4	3.74	186.16	186.1599872	186.1599936	22400000	7930000	85000	73900000	0.581799872786951	0.28833471197473	0.0410846343467543	55.908942799475	9.3055495203636	8.275	14.7266666666667	10.79	12.31	11.5254166666667	0.3	0.26	0.28	1988.66506383042	1458.99	1723.82753191521	0.7837561487874	1.12	1.27631266083102	0.04	0.37	12.96	4.77	3.83	4.3	2.845	24.7	99.8	0.651719346782184	431.43	686.47	522.61	470.33	922.1	360.2	43.7	490.977142857143
HEW29	HEW29	HAI	forest	NA	0.330151831280078	96.8	0	7.68998761413046	0.898	0.010381593714927	217.188792100279	231.741223980311	109.784117870661	-0.705734546411612	25.86958	2.17319178334363	2.6	1.96	0.89978862451215	0.351375282	228.954640045584	481.495503003437	479.515	494.416666666667	482.976666666667	472.155	482.265833333333	2.65	2.64	2.645	38.394	38.39352645	38.393763225	99100000	13000000	590000	8730000	0.0732901914492719	1.06568813756568	0.0425441395447777	19.3628360253746	14.8465665794985	8.515	11.4433333333333	8.49666666666667	11.18	9.90875	0.19	0.2	0.195	2589.09426938401	3815.36	3202.22713469201	0.749580054126357	0.87	1.12513797206147	0.07	0.33	11.51	5.3	6.5	5.9	4.127	30.7	41.3	0.508002033141901	422.91	709.43	545.77	617.32	652.4	491.6	55	499.204285714286
HEW30	HEW30	HAI	forest	12.1	0.416703387711006	78.4	0	5.79668335310719	0.56	0.014374295377678	202.025710596887	280.400181695076	96.4820645128355	-0.717242438318754	31.391835	2.16812054748932	2.84	2.38	1.0003328540914	0.5194345175	389.710220732984	471.020767620568	479.975	493.933333333333	482.616666666667	487.385	485.9775	3.13	2.92	3.025	10.792	10.79222278	10.79211139	9980000	6420000	380000	1.3e+07	0.1052170345055	0.155907988011394	0.0297150328351113	39.133601038874	13.5440549664847	9.195	13.6466666666667	9.23666666666667	13.445	11.3808333333333	0.25	0.23	0.24	2483.20668423086	5035.54	3759.37334211543	0.420714612421762	0.68	0.722529315038498	0.06	0.31	11.44	4.62	4.58	4.6	7.044	50.9	67.6	0.848365334783883	449.33	850.89	536.2	557.57	825.9	464	67.3	535.884285714286
HEW31	HEW31	HAI	forest	11.6	0.984131596315953	100	0	3.23592709815728	0.6	0.01551123773346	369.763091462676	318.405009984314	138.741727069996	-0.423322158074978	39.6607	2.27100834848378	2.67	1.56	0.940315535852968	0.461064064	315.041449017713	497.184308166563	471.645	488.823333333333	474.95	475.68	477.774583333333	2.13	3.28	2.705	7.799	7.798563906	7.798781953	1310000	6910000	578000	17100000	0.139015451120196	0.0781441256983936	0.0636132315521628	23.2079319720661	12.0549340153831	9.675	14.1366666666667	9.86	12.77	11.6104166666667	0.17	0.26	0.215	3091.04470589153	4464.94	3777.99235294576	0.315793801177135	0.303	0.44384927443052	0.07	0.29	14.41	4.32	4.8	4.56	5.535	28.9	409.3	2.03491619415733	454.42	570.81	447.71	431.05	360.3	309.7	25.7	371.384285714286
HEW32	HEW32	HAI	forest	10.7	0.535900945889954	100	0	3.17876077386975	0.446	0.009381898454746	364.652543230818	375.985845620853	144.586383731241	-0.348134705315387	23.124215	1.99314774166323	2.52	2.12	0.874179577275876	0.532174466	195.062619259259	464.869125848665	481.725	495.55	487.213333333333	480.725	486.303333333333	3.46	3.43	3.445	10.408	10.40750057	10.407750285	103000000	6810000	961000	8870000	0.0773085699718661	1.0439180587519	0.0169589254824814	25.9824740063668	16.0665873890568	9.2	12.98	9.88	12.755	11.20375	0.27	0.26	0.265	4432.04635430287	9635.52	7033.78317715144	0.612685168781436	0.298	0.723491336493578	0.05	0.21	7.57	2.52	5.32	3.92	7.756	50.5	58.5	0.84405395598812	391.56	609.27	528.09	529.61	618.6	573.7	90.7	477.361428571429
HEW33	HEW33	HAI	forest	3.9	0.818153102808434	100	8.05	3.69599238969487	0.734	0.020814479638009	397.092488678789	233.133273220321	114.901115504911	-0.580384570219359	35.92656	2.05639082078744	2.5	2.42	0.973186936511447	0.4606500655	276.709402892929	439.030097306475	473.695	493.83	480.616666666667	478.69	481.707916666667	2.91	2.77	2.84	22.324	22.32355322	22.32377661	4900000	15400000	429000	36800000	0.292759714320273	0.192983668087274	0.134989200863931	30.211227631244	12.794173509358	8.395	13.0866666666667	9.48333333333333	12.7	10.91625	0.21	0.19	0.2	2967.67317138836	3340.59	3154.13158569418	0.758594061778043	0	0.720586379080292	0.04	0.36	11.27	5.36	4.32	4.84	5.473	51.9	87.3	0.856927540336307	405.96	593.69	401.06	473.31	558.9	475.2	30.3	419.774285714286
HEW34	HEW34	HAI	forest	0.9	0.311232996392147	100	50	3.32868041909989	0.94	0.010689564531674	762.988450740604	489.63452761658	262.281631715708	0.437998999111419	44.87348	1.61502156912081	2.64	2.23	0.959601432457018	0.511862609	489.500442624	444.730526498529	472.645	495.223333333333	481.46	473.655	480.745833333333	3.2	3.42	3.31	47.903	47.90339567	47.903197835	3340000	2320000	699000	70700000	0.561464203786112	0.0538072690332005	0.0237174774091028	63.0242518708161	12.4833252015244	10.725	15.13	9.92666666666667	11.63	11.8529166666667	0.27	0.28	0.275	4007.88768926458	5066.97	4537.42884463229	0.526351819892907	1.143	1.04272641213752	0.05	0.27	23.19	5.24	4.03	4.635	8.534	36.9	42.6	0.752702173473431	476.27	654.53	544.99	637.86	793	626.8	77.6	544.435714285714
HEW35	HEW35	HAI	forest	6.7	0.723135192242038	100	0	5.18468476811217	0.68	0.012371134020619	704.804178854033	524.226485751258	175.989994269863	0.112707370597083	40.46269	2.15964270539969	1.84	2.44	0.93112505812469	0.730209594	476.683482961379	435.721880441136	472.715	489.193333333333	478.446666666667	471.06	477.85375	3.11	2.67	2.89	23.034	23.03439929	23.034199645	1920000	3980000	319000	3.7e+07	0.293467452220534	0.0560888493455623	0.0409031413612565	75.1887607302804	16.9959631761853	10.215	14.0033333333333	10.6133333333333	10.045	11.2191666666667	0.25	0.23	0.24	4281.64635442917	4632.08	4456.86317721459	0.401358979339685	0.313	0.529875834498899	0.06	0.33	17.32	4.61	5	4.805	3.737	17.5	75.9	0.564443794772263	531.96	733.91	619.6	635.49	780.4	520.6	37.1	551.294285714286
HEW36	HEW36	HAI	forest	2.6	0.755818966842987	100	NA	6.73263686876296	0.492	0.00890963088672	483.25	530.08	134.608760953823	-0.166466483470699	48.21645	2.54076282787112	2.62	2.47	1.10749286520116	0.7306915455	509.20421179883	434.681332977197	472.175	480.396666666667	474.603333333333	477.255	476.1075	3.68	3.44	3.56	65.317	65.31749305	65.317246525	18900000	1700000	215000	16300000	0.129869904697932	0.195835643477726	0.0545523975778736	72.1437398831576	9.69880761155329	8.02	11.1966666666667	9.17666666666667	12.24	10.1583333333333	0.29	0.26	0.275	4832.78523688392	6271.92	5552.35261844196	0.779646371367649	0	0.740583909120133	0.04	0.23	19.6	5.14	2.6	3.87	12.3	56.3	53.6	1.06862839637322	403.63	718.93	474.9	477	581.4	494.4	59	458.465714285714
HEW37	HEW37	HAI	forest	6.4	0.293156788071437	100	13.92	5.61255969205736	0.92	0.011224297302396	386.143606771179	332.67	111.148504047907	-0.503852993656636	46.25261	2.44054008018645	2.58	1.92	1.020682187901	0.6712422285	533.836303495311	446.082330928293	477.87	492.403333333333	479.846666666667	477.255	481.84375	NA	2.91	2.91	19.009	19.00940337	19.009201685	173000000	14000000	556000	1.08e+08	0.853657727786176	1.77773132671528	0.0451773209848656	75.2618198732591	12.9183961948148	8.48	13.9233333333333	9.61	11.91	10.9808333333333	NA	0.23	0.23	4367.08873295363	5271.02	4819.05436647682	1.08359480050897	0	1.02930367245275	0.04	0.35	15.96	4.01	5.16	4.585	3.679	48.6	34.3	0.544230890394698	392.87	984.13	433.85	393.2	551.6	375.6	73.3	457.792857142857
HEW38	HEW38	HAI	forest	3	0.649056048075687	100	25	4.64483968025311	0.934	0.009555741827326	972.81286663372	547.851639101633	270.064026322726	0.646209649795296	45.10444	3.51595852479851	2.23	1.62	1.06579891966033	0.338994339	580.069547707317	463.262288472104	473.68	488.543333333333	477.326666666667	465.2	476.1875	4.49	4.78	4.635	113.458	113.4581511	113.45807555	18500000	15300000	445000	99900000	0.789088440019012	0.321322560657628	0.0191581891679598	80.2588801995192	19.3985201033067	7.335	14.8933333333333	8.23333333333333	12.86	10.8304166666667	0.34	0.35	0.345	3805.54862931765	5334.44	4569.99431465882	0.519351689169323	0	0.493330718000339	0.05	0.19	18.48	6.46	4.62	5.54	8.45	40.9	41.9	0.765014032522774	541.1	889.57	610.34	287.36	599	423.5	27.8	482.667142857143
HEW39	HEW39	HAI	forest	5.3	0.540570244259199	98.4	27.78	4.51620054186609	0.72	0.017799352750809	441.520293503172	411.969472974989	131.571458965898	-0.317352738939868	48.1195	2.66643135377182	2.15	2.8	1.10293502603994	0.44953217	422.50527	447.007764003098	470.465	490.513333333333	482.73	469.095	478.200833333333	NA	3.11	3.11	48.428	48.42822713	48.428113565	4030000	21600000	604000	35100000	0.280767488788069	0.243653764190977	0.0244588479882598	47.0724912840173	13.3693539977987	10.945	15.6466666666667	10.3833333333333	12.325	12.325	NA	0.22	0.22	3907.0579775051	3609.09	3758.07398875255	0.657338972771179	0.52	0.871323149929544	0.05	0.31	18.11	7.49	5.61	6.55	11.22	39.9	53.6	0.938855502272624	501.14	818.4	656.59	274.4	694	437.1	43.3	489.275714285714
HEW40	HEW40	HAI	forest	5.9	0.893944841063091	100	24.24	6.0937310153147	0.776	0.011549978611151	1862.59841440372	767.562125234921	257.234506726836	1.32996955834619	68.38961	3.50470724825372	2.18	1.93	1.20338414911	0.5020584215	717.42977788377	422.663835569393	436.475	479.856666666667	472.6	468.42	464.337916666667	4.14	3.52	3.83	454.473	454.4729497	454.47297485	173000000	4360000	2e+05	1.08e+08	0.850858231202921	1.68608785083541	0.022691173133651	115.615340499397	14.8883107127022	12.19	17.6466666666667	13.1133333333333	13.845	14.19875	0.34	0.28	0.31	4009.53319700807	4031.4	4020.46659850404	0.684937316209673	0	0.650620042328925	0.07	0.38	30.41	5.7	4.12	4.91	5.504	35.4	64.7	0.689410152837804	536.79	695.31	535.82	497.19	795.3	594.3	29.1	526.258571428571
HEW41	HEW41	HAI	forest	NA	1.08054217904987	100	8.57	5.15761569923602	0.58	0.016844112505959	332.71	205.086814698906	95.0092009534333	-0.720155950793984	31.72595	2.1120196422863	3.05	2.2	1.00013499526171	0.471285913	351.021814857143	456.515695613613	471	492.07	482.33	476.145	480.38625	2.67	2.25	2.46	51.365	51.36517694	51.36508847	2090000	1530000	60300	27900000	0.21987293347415	0.0344138363781247	0.102564102564103	42.6057603435309	12.0967510289201	10.91	16.5066666666667	11.1833333333333	10.675	12.31875	0.21	0.19	0.2	2682.6807186576	3207.53	2945.1053593288	1.19200794559239	0.46	1.35071309398753	0.05	0.33	11.67	2.7	4.51	3.605	8.748	40.3	53.2	0.82143244485058	503.19	604.48	628.55	469.38	840.1	597.9	40	526.228571428571
HEW42	HEW42	HAI	forest	5.9	1.01879364981322	100	0	5.93020952237386	0.548	0.013934779485706	190.327860743833	219.999808006995	146.710941198905	-0.593673854259564	24.63423	1.40661366086602	2.46	2.61	0.860461673109756	0.549325421	231.113677374784	456.466583539335	470.59	490.36	479.21	473.545	478.42625	2.5	2.57	2.535	94.014	94.01356314	94.01378157	17500000	5150000	294000	22100000	0.176100917093884	0.21532414197915	0.0456558462311099	22.5615940308086	13.2794917765277	8.925	13.64	8.57666666666667	9.12	10.0654166666667	0.17	0.18	0.175	2312.9469101289	2095.71	2204.32845506445	0.549446000435921	0.337	0.681939529497347	0.04	0.17	7.97	6.28	4.94	5.61	4.59	22	55.1	0.543565586108496	491.21	1130.57	587.09	729.81	963.4	760.3	67.6	675.711428571429
HEW43	HEW43	HAI	forest	6.4	0.918497735869639	100	NA	3.48557597038916	0.584	0.028052805280528	1851.17474936825	915.429442600667	216.642973008967	1.31453409011881	65.9842	2.03043074772193	2.73	3.03	1.20749695542909	0.2682560155	868.563192067606	405.759860968799	469.005	481.93	476.48	476.84	476.06375	4.6	4.01	4.305	78.076	78.07641673	78.076208365	6770000	919000	50900	10800000	0.0853288131327151	0.073096129257293	0.218914185639229	125.137762637442	10.9057259683514	11.56	11.0266666666667	9.67	13.77	11.5066666666667	0.36	0.3	0.33	4128.613855077	3206.78	3667.6969275385	1.01110616296146	0	0.960446918245646	0.05	0.27	43.73	5.98	5.53	5.755	21.982	138	127.3	2.21409413628326	386.85	357.69	432.49	398.7	693.1	376.6	59.7	386.447142857143
HEW44	HEW44	HAI	forest	6.7	0.0512924732927535	100	0	2.25938297350845	0.72	0.014446227929374	879.363656991064	606.68	130.023403813916	0.121492690262863	84.04958	3.40217638016422	2.59	2.55	1.38288905687939	0.492247511	680.456029506103	447.837666634533	469.05	486.1	481.926666666667	475.53	478.151666666667	4.19	3.54	3.865	69.868	69.86789769	69.867948845	33600000	6890000	145000	46100000	0.363659324417552	0.384921611864715	0.192566917003659	106.793493269846	10.7363542905975	11.775	12.37	9.66333333333333	13.13	11.7345833333333	0.31	0.26	0.285	4382.31176415943	4128.9	4255.60588207972	0.752247963191186	0	0.714558237769415	0.05	0.18	29.97	5.62	4.13	4.875	26.388	117.2	99.9	2.21525862795612	385.51	407.76	390.53	434.01	636.2	426.6	19.3	385.701428571429
HEW45	HEW45	HAI	forest	2.3	0.0537644505699268	68	NA	4.22349805438599	0.3	0.017941773865944	1605.78081076249	540.18	209.45	0.778747537316556	53.9567	1.76660766294603	2.15	2.32	0.972528414623585	0.159254513	739.458120989518	434.991040315231	473.675	490.216666666667	482.723333333333	481.535	482.0375	4.37	4.4	4.385	309.187	309.1873823	309.18719115	24200000	8200000	114000	87800000	0.691334108484044	0.308013342168851	0.0411522633744856	112.472090996292	11.537018655845	11.295	10.27	9.11333333333333	12.64	10.8295833333333	0.35	0.34	0.345	2893.29823731257	2207.08	2550.18911865629	0.503477039514333	0	0.478251432661293	0.06	0.16	20.62	6.08	4.75	5.415	10.839	53.5	113.9	1.22628757753135	444.57	428.99	513.28	574.41	870.9	596.7	69.9	499.821428571429
HEW46	HEW46	HAI	forest	9.6	0.627296056535665	100	0	4.82300675398361	0.94	0.030006978367062	476.651829887282	383.973152292278	123.839854039236	-0.353333093793943	40.51243	2.19953089469868	2.43	2.08	0.965536532290711	0.6814067705	373.397613226667	466.422561302268	477.17	493.826666666667	483.053333333333	477.33	482.845	3.11	3.12	3.115	32.618	32.61793501	32.617967505	3840000	3920000	517000	1.1e+07	0.0905668599700928	0.0737710967663667	0.0330109266167101	41.9103540199703	12.4875570830105	10.575	15.3533333333333	10.31	11.11	11.8370833333333	0.24	0.25	0.245	5163.36386233651	6387.19	5775.27693116826	0.769120874413252	0	0.730585768980976	0.04	0.26	9.89	4.05	3.53	3.79	5.86	55.7	41.5	0.710752048960314	437.14	761.01	496.87	504.97	657.1	502.3	81.3	491.527142857143
HEW47	HEW47	HAI	forest	11	0.101610450745965	100	9.09	5.60603145445905	0.63	0.017397964766386	391.86	556.352707567348	120.330635577291	-0.247845300527822	43.27991	1.94587221433868	2.92	2.56	1.06023375562371	0.5508827405	253.989318957772	430.78853789868	474.355	495.54	483.303333333333	478.75	482.987083333333	3.13	2.88	3.005	53.157	53.15690679	53.156953395	1140000	4100000	482000	44800000	0.356086528884757	0.0498145034865672	0.0749906261717285	10.8722215300548	12.3554376712614	9.435	14.5666666666667	9.35666666666667	11.295	11.1633333333333	0.23	0.23	0.23	4151.36419187039	4872.78	4512.07209593519	0.958511423149901	0.268	1.03774541952826	0.04	0.33	16.32	7.12	3.73	5.425	6.964	44.9	59.3	0.782776259828483	447.93	695.37	515.11	485.24	832.7	639.6	54.2	524.307142857143
